ID,Prob1
25241, 0.33
25242, 0.60
25243, 0.13
25244, 0.13
25245, 0.15
25246, 0.17
25247, 0.04
25248, 0.30
25249, 0.39
25250, 0.39
25251, 0.51
25252, 0.40
25253, 0.46
25254, 0.56
25255, 0.24
25256, 0.32
25257, 0.16
25258, 0.39
25259, 0.41
25260, 0.94
25261, 0.20
25262, 0.27
25263, 0.15
25264, 0.21
25265, 0.36
25266, 0.32
25267, 0.41
25268, 0.40
25269, 0.41
25270, 0.20
25271, 0.40
25272, 0.39
25273, 0.50
25274, 0.16
25275, 0.16
25276, 0.23
25277, 0.55
25278, 0.12
25279, 0.34
25280, 0.28
25281, 0.83
25282, 0.25
25283, 0.74
25284, 0.70
25285, 0.49
25286, 0.38
25287, 0.40
25288, 0.14
25289, 0.75
25290, 0.05
25291, 0.30
25292, 0.19
25293, 0.29
25294, 0.30
25295, 0.35
25296, 0.68
25297, 0.21
25298, 0.22
25299, 0.20
25300, 0.43
25301, 0.27
25302, 0.14
25303, 0.38
25304, 0.36
25305, 0.32
25306, 0.12
25307, 0.50
25308, 0.19
25309, 0.25
25310, 0.13
25311, 0.42
25312, 0.30
25313, 0.20
25314, 0.13
25315, 0.26
25316, 0.46
25317, 0.28
25318, 0.32
25319, 0.27
25320, 0.39
25321, 0.26
25322, 0.18
25323, 0.50
25324, 0.21
25325, 0.35
25326, 0.10
25327, 0.23
25328, 0.14
25329, 0.26
25330, 0.41
25331, 0.31
25332, 0.39
25333, 0.38
25334, 0.38
25335, 0.20
25336, 0.22
25337, 0.38
25338, 0.49
25339, 0.19
25340, 0.20
25341, 0.11
25342, 0.44
25343, 0.88
25344, 0.52
25345, 0.05
25346, 0.16
25347, 0.23
25348, 0.67
25349, 0.25
25350, 0.21
25351, 0.28
25352, 0.24
25353, 0.32
25354, 0.29
25355, 0.20
25356, 0.14
25357, 0.35
25358, 0.44
25359, 0.55
25360, 0.04
25361, 0.12
25362, 0.20
25363, 0.40
25364, 0.26
25365, 0.39
25366, 0.39
25367, 0.27
25368, 0.56
25369, 0.73
25370, 0.22
25371, 0.35
25372, 0.26
25373, 0.12
25374, 0.54
25375, 0.38
25376, 0.27
25377, 0.38
25378, 0.07
25379, 0.44
25380, 0.17
25381, 0.45
25382, 0.61
25383, 0.07
25384, 0.55
25385, 0.64
25386, 0.38
25387, 0.28
25388, 0.55
25389, 0.26
25390, 0.55
25391, 0.32
25392, 0.30
25393, 0.46
25394, 0.36
25395, 0.28
25396, 0.08
25397, 0.61
25398, 0.13
25399, 0.41
25400, 0.15
25401, 0.13
25402, 0.04
25403, 0.32
25404, 0.53
25405, 0.29
25406, 0.23
25407, 0.38
25408, 0.11
25409, 0.27
25410, 0.13
25411, 0.20
25412, 0.40
25413, 0.19
25414, 0.08
25415, 0.23
25416, 0.61
25417, 0.28
25418, 0.13
25419, 0.36
25420, 0.19
25421, 0.32
25422, 0.49
25423, 0.36
25424, 0.07
25425, 0.14
25426, 0.20
25427, 0.08
25428, 0.54
25429, 0.20
25430, 0.05
25431, 0.75
25432, 0.54
25433, 0.27
25434, 0.14
25435, 0.11
25436, 0.11
25437, 0.88
25438, 0.44
25439, 0.28
25440, 0.38
25441, 0.40
25442, 0.28
25443, 0.68
25444, 0.51
25445, 0.49
25446, 0.20
25447, 0.23
25448, 0.28
25449, 0.17
25450, 0.55
25451, 0.12
25452, 0.61
25453, 0.24
25454, 0.40
25455, 0.16
25456, 0.27
25457, 0.36
25458, 0.24
25459, 0.71
25460, 0.30
25461, 0.36
25462, 0.52
25463, 0.74
25464, 0.32
25465, 0.44
25466, 0.17
25467, 0.50
25468, 0.44
25469, 0.13
25470, 0.51
25471, 0.07
25472, 0.26
25473, 0.25
25474, 0.09
25475, 0.68
25476, 0.30
25477, 0.42
25478, 0.73
25479, 0.20
25480, 0.42
25481, 0.10
25482, 0.41
25483, 0.31
25484, 0.34
25485, 0.54
25486, 0.24
25487, 0.41
25488, 0.52
25489, 0.05
25490, 0.44
25491, 0.38
25492, 0.36
25493, 0.27
25494, 0.20
25495, 0.26
25496, 0.40
25497, 0.32
25498, 0.56
25499, 0.06
25500, 0.06
25501, 0.27
25502, 0.20
25503, 0.32
25504, 0.20
25505, 0.06
25506, 0.46
25507, 0.58
25508, 0.47
25509, 0.23
25510, 0.39
25511, 0.54
25512, 0.63
25513, 0.71
25514, 0.57
25515, 0.36
25516, 0.06
25517, 0.30
25518, 0.25
25519, 0.21
25520, 0.49
25521, 0.35
25522, 0.20
25523, 0.20
25524, 0.08
25525, 0.23
25526, 0.62
25527, 0.50
25528, 0.32
25529, 0.39
25530, 0.56
25531, 0.55
25532, 0.25
25533, 0.30
25534, 0.22
25535, 0.55
25536, 0.25
25537, 0.83
25538, 0.24
25539, 0.38
25540, 0.34
25541, 0.94
25542, 0.20
25543, 0.30
25544, 0.24
25545, 0.28
25546, 0.15
25547, 0.05
25548, 0.21
25549, 0.23
25550, 0.44
25551, 0.18
25552, 0.35
25553, 0.28
25554, 0.25
25555, 0.30
25556, 0.91
25557, 0.54
25558, 0.14
25559, 0.02
25560, 0.46
25561, 0.16
25562, 0.42
25563, 0.23
25564, 0.13
25565, 0.71
25566, 0.07
25567, 0.28
25568, 0.32
25569, 0.73
25570, 0.39
25571, 0.45
25572, 0.49
25573, 0.27
25574, 0.30
25575, 0.60
25576, 0.20
25577, 0.39
25578, 0.44
25579, 0.97
25580, 0.20
25581, 0.23
25582, 0.59
25583, 0.57
25584, 0.40
25585, 0.28
25586, 0.21
25587, 0.36
25588, 0.17
25589, 0.38
25590, 0.12
25591, 0.30
25592, 0.16
25593, 0.56
25594, 0.31
25595, 0.59
25596, 0.46
25597, 0.14
25598, 0.39
25599, 0.06
25600, 0.42
25601, 0.08
25602, 0.40
25603, 0.50
25604, 0.51
25605, 0.76
25606, 0.21
25607, 0.21
25608, 0.18
25609, 0.49
25610, 0.11
25611, 0.38
25612, 0.41
25613, 0.25
25614, 0.35
25615, 0.41
25616, 0.08
25617, 0.08
25618, 0.68
25619, 0.57
25620, 0.21
25621, 0.30
25622, 0.33
25623, 0.29
25624, 0.48
25625, 0.70
25626, 0.50
25627, 0.32
25628, 0.30
25629, 0.12
25630, 0.38
25631, 0.06
25632, 0.30
25633, 0.20
25634, 0.71
25635, 0.27
25636, 0.70
25637, 0.40
25638, 0.41
25639, 0.44
25640, 0.17
25641, 0.31
25642, 0.13
25643, 0.43
25644, 0.55
25645, 0.05
25646, 0.58
25647, 0.52
25648, 0.27
25649, 0.19
25650, 0.39
25651, 0.30
25652, 0.57
25653, 0.20
25654, 0.61
25655, 0.34
25656, 0.69
25657, 0.68
25658, 0.26
25659, 0.40
25660, 0.26
25661, 0.59
25662, 0.51
25663, 0.45
25664, 0.23
25665, 0.16
25666, 0.63
25667, 0.39
25668, 0.19
25669, 0.24
25670, 0.66
25671, 0.25
25672, 0.55
25673, 0.30
25674, 0.14
25675, 0.14
25676, 0.57
25677, 0.30
25678, 0.27
25679, 0.17
25680, 0.84
25681, 0.39
25682, 0.06
25683, 0.32
25684, 0.32
25685, 0.97
25686, 0.41
25687, 0.32
25688, 0.22
25689, 0.20
25690, 0.41
25691, 0.07
25692, 0.53
25693, 0.08
25694, 0.22
25695, 0.32
25696, 0.60
25697, 0.41
25698, 0.11
25699, 0.30
25700, 0.55
25701, 0.07
25702, 0.44
25703, 0.28
25704, 0.51
25705, 0.62
25706, 0.13
25707, 0.91
25708, 0.46
25709, 0.08
25710, 0.43
25711, 0.14
25712, 0.15
25713, 0.56
25714, 0.12
25715, 0.16
25716, 0.24
25717, 0.32
25718, 0.16
25719, 0.19
25720, 0.42
25721, 0.07
25722, 0.22
25723, 0.28
25724, 0.26
25725, 0.29
25726, 0.20
25727, 0.81
25728, 0.20
25729, 0.24
25730, 0.27
25731, 0.78
25732, 0.57
25733, 0.19
25734, 0.42
25735, 0.55
25736, 0.34
25737, 0.29
25738, 0.22
25739, 0.56
25740, 0.16
25741, 0.18
25742, 0.08
25743, 0.60
25744, 0.19
25745, 0.29
25746, 0.17
25747, 0.36
25748, 0.41
25749, 0.28
25750, 0.31
25751, 0.27
25752, 0.29
25753, 0.39
25754, 0.38
25755, 0.26
25756, 0.35
25757, 0.81
25758, 0.05
25759, 0.60
25760, 0.36
25761, 0.38
25762, 0.24
25763, 0.70
25764, 0.27
25765, 0.15
25766, 0.31
25767, 0.36
25768, 0.05
25769, 0.71
25770, 0.38
25771, 0.16
25772, 0.55
25773, 0.40
25774, 0.27
25775, 0.34
25776, 0.08
25777, 0.27
25778, 0.39
25779, 0.70
25780, 0.20
25781, 0.50
25782, 0.26
25783, 0.41
25784, 0.15
25785, 0.74
25786, 0.38
25787, 0.20
25788, 0.17
25789, 0.14
25790, 0.68
25791, 0.26
25792, 0.24
25793, 0.27
25794, 0.17
25795, 0.45
25796, 0.88
25797, 0.67
25798, 0.43
25799, 0.10
25800, 0.21
25801, 0.53
25802, 0.16
25803, 0.05
25804, 0.20
25805, 0.69
25806, 0.17
25807, 0.21
25808, 0.42
25809, 0.42
25810, 0.20
25811, 0.20
25812, 0.60
25813, 0.26
25814, 0.11
25815, 0.71
25816, 0.66
25817, 0.26
25818, 0.17
25819, 0.12
25820, 0.17
25821, 0.22
25822, 0.55
25823, 0.20
25824, 0.34
25825, 0.32
25826, 0.30
25827, 0.25
25828, 0.32
25829, 0.68
25830, 0.31
25831, 0.26
25832, 0.24
25833, 0.28
25834, 0.32
25835, 0.51
25836, 0.63
25837, 0.12
25838, 0.14
25839, 0.38
25840, 0.20
25841, 0.41
25842, 0.28
25843, 0.12
25844, 0.45
25845, 0.67
25846, 0.12
25847, 0.18
25848, 0.38
25849, 0.24
25850, 0.15
25851, 0.36
25852, 0.26
25853, 0.40
25854, 0.20
25855, 0.50
25856, 0.04
25857, 0.28
25858, 0.71
25859, 0.39
25860, 0.26
25861, 0.46
25862, 0.24
25863, 0.31
25864, 0.06
25865, 0.49
25866, 0.19
25867, 0.51
25868, 0.26
25869, 0.13
25870, 0.39
25871, 0.39
25872, 0.30
25873, 0.49
25874, 0.30
25875, 0.50
25876, 0.05
25877, 0.11
25878, 0.27
25879, 0.38
25880, 0.28
25881, 0.47
25882, 0.39
25883, 0.21
25884, 0.27
25885, 0.25
25886, 0.40
25887, 0.22
25888, 0.14
25889, 0.76
25890, 0.19
25891, 0.49
25892, 0.26
25893, 0.30
25894, 0.21
25895, 0.39
25896, 0.28
25897, 0.30
25898, 0.39
25899, 0.38
25900, 0.69
25901, 0.38
25902, 0.14
25903, 0.55
25904, 0.75
25905, 0.40
25906, 0.13
25907, 0.20
25908, 0.45
25909, 0.15
25910, 0.23
25911, 0.30
25912, 0.70
25913, 0.30
25914, 0.13
25915, 0.34
25916, 0.67
25917, 0.21
25918, 0.49
25919, 0.02
25920, 0.39
25921, 0.32
25922, 0.37
25923, 0.38
25924, 0.16
25925, 0.26
25926, 0.36
25927, 0.82
25928, 0.45
25929, 0.43
25930, 0.38
25931, 0.97
25932, 0.28
25933, 0.30
25934, 0.36
25935, 0.73
25936, 0.10
25937, 0.19
25938, 0.35
25939, 0.42
25940, 0.30
25941, 0.49
25942, 0.06
25943, 0.24
25944, 0.28
25945, 0.35
25946, 0.12
25947, 0.20
25948, 0.15
25949, 0.07
25950, 0.23
25951, 0.36
25952, 0.32
25953, 0.35
25954, 0.39
25955, 0.49
25956, 0.21
25957, 0.66
25958, 0.55
25959, 0.25
25960, 0.24
25961, 0.36
25962, 0.22
25963, 0.58
25964, 0.40
25965, 0.19
25966, 0.15
25967, 0.40
25968, 0.26
25969, 0.38
25970, 0.39
25971, 0.27
25972, 0.30
25973, 0.38
25974, 0.40
25975, 0.54
25976, 0.38
25977, 0.44
25978, 0.24
25979, 0.44
25980, 0.12
25981, 0.32
25982, 0.07
25983, 0.08
25984, 0.07
25985, 0.51
25986, 0.17
25987, 0.81
25988, 0.35
25989, 0.22
25990, 0.39
25991, 0.26
25992, 0.26
25993, 0.32
25994, 0.23
25995, 0.25
25996, 0.32
25997, 0.32
25998, 0.46
25999, 0.41
26000, 0.51
26001, 0.29
26002, 0.49
26003, 0.55
26004, 0.46
26005, 0.35
26006, 0.60
26007, 0.51
26008, 0.38
26009, 0.22
26010, 0.18
26011, 0.39
26012, 0.03
26013, 0.32
26014, 0.63
26015, 0.27
26016, 0.26
26017, 0.40
26018, 0.49
26019, 0.39
26020, 0.39
26021, 0.20
26022, 0.38
26023, 0.56
26024, 0.40
26025, 0.44
26026, 0.28
26027, 0.22
26028, 0.17
26029, 0.24
26030, 0.32
26031, 0.37
26032, 0.13
26033, 0.24
26034, 0.30
26035, 0.54
26036, 0.32
26037, 0.16
26038, 0.29
26039, 0.34
26040, 0.36
26041, 0.63
26042, 0.63
26043, 0.17
26044, 0.33
26045, 0.32
26046, 0.34
26047, 0.52
26048, 0.04
26049, 0.38
26050, 0.14
26051, 0.23
26052, 0.23
26053, 0.28
26054, 0.91
26055, 0.68
26056, 0.20
26057, 0.69
26058, 0.13
26059, 0.32
26060, 0.61
26061, 0.38
26062, 0.20
26063, 0.61
26064, 0.78
26065, 0.16
26066, 0.53
26067, 0.24
26068, 0.29
26069, 0.20
26070, 0.07
26071, 0.17
26072, 0.27
26073, 0.08
26074, 0.35
26075, 0.21
26076, 0.35
26077, 0.29
26078, 0.25
26079, 0.39
26080, 0.34
26081, 0.16
26082, 0.33
26083, 0.84
26084, 0.31
26085, 0.36
26086, 0.53
26087, 0.57
26088, 0.36
26089, 0.61
26090, 0.51
26091, 0.69
26092, 0.35
26093, 0.22
26094, 0.36
26095, 0.11
26096, 0.12
26097, 0.44
26098, 0.35
26099, 0.07
26100, 0.39
26101, 0.20
26102, 0.21
26103, 0.37
26104, 0.26
26105, 0.27
26106, 0.60
26107, 0.63
26108, 0.20
26109, 0.29
26110, 0.40
26111, 0.20
26112, 0.14
26113, 0.54
26114, 0.43
26115, 0.27
26116, 0.38
26117, 0.25
26118, 0.41
26119, 0.16
26120, 0.20
26121, 0.19
26122, 0.25
26123, 0.38
26124, 0.30
26125, 0.21
26126, 0.09
26127, 0.27
26128, 0.39
26129, 0.32
26130, 0.23
26131, 0.30
26132, 0.30
26133, 0.26
26134, 0.40
26135, 0.46
26136, 0.40
26137, 0.49
26138, 0.47
26139, 0.25
26140, 0.23
26141, 0.22
26142, 0.06
26143, 0.63
26144, 0.54
26145, 0.24
26146, 0.15
26147, 0.21
26148, 0.21
26149, 0.45
26150, 0.60
26151, 0.12
26152, 0.41
26153, 0.17
26154, 0.39
26155, 0.32
26156, 0.27
26157, 0.38
26158, 0.25
26159, 0.12
26160, 0.66
26161, 0.30
26162, 0.14
26163, 0.06
26164, 0.16
26165, 0.28
26166, 0.32
26167, 0.17
26168, 0.60
26169, 0.19
26170, 0.61
26171, 0.61
26172, 0.63
26173, 0.17
26174, 0.46
26175, 0.20
26176, 0.44
26177, 0.26
26178, 0.61
26179, 0.91
26180, 0.21
26181, 0.30
26182, 0.23
26183, 0.34
26184, 0.41
26185, 0.20
26186, 0.24
26187, 0.19
26188, 0.70
26189, 0.55
26190, 0.05
26191, 0.14
26192, 0.24
26193, 0.39
26194, 0.34
26195, 0.25
26196, 0.46
26197, 0.20
26198, 0.66
26199, 0.04
26200, 0.26
26201, 0.26
26202, 0.32
26203, 0.53
26204, 0.42
26205, 0.20
26206, 0.38
26207, 0.38
26208, 0.33
26209, 0.35
26210, 0.24
26211, 0.44
26212, 0.20
26213, 0.16
26214, 0.21
26215, 0.16
26216, 0.39
26217, 0.14
26218, 0.33
26219, 0.61
26220, 0.35
26221, 0.48
26222, 0.35
26223, 0.04
26224, 0.40
26225, 0.28
26226, 0.51
26227, 0.26
26228, 0.06
26229, 0.33
26230, 0.51
26231, 0.34
26232, 0.55
26233, 0.25
26234, 0.32
26235, 0.32
26236, 0.16
26237, 0.20
26238, 0.74
26239, 0.16
26240, 0.20
26241, 0.61
26242, 0.39
26243, 0.16
26244, 0.63
26245, 0.28
26246, 0.28
26247, 0.19
26248, 0.84
26249, 0.26
26250, 0.49
26251, 0.25
26252, 0.81
26253, 0.63
26254, 0.36
26255, 0.21
26256, 0.56
26257, 0.25
26258, 0.53
26259, 0.38
26260, 0.26
26261, 0.20
26262, 0.49
26263, 0.44
26264, 0.41
26265, 0.43
26266, 0.63
26267, 0.49
26268, 0.39
26269, 0.20
26270, 0.27
26271, 0.21
26272, 0.36
26273, 0.61
26274, 0.14
26275, 0.30
26276, 0.27
26277, 0.21
26278, 0.38
26279, 0.10
26280, 0.28
26281, 0.34
26282, 0.54
26283, 0.46
26284, 0.04
26285, 0.62
26286, 0.14
26287, 0.13
26288, 0.32
26289, 0.54
26290, 0.08
26291, 0.13
26292, 0.51
26293, 0.75
26294, 0.54
26295, 0.37
26296, 0.22
26297, 0.32
26298, 0.73
26299, 0.40
26300, 0.39
26301, 0.32
26302, 0.28
26303, 0.55
26304, 0.38
26305, 0.49
26306, 0.26
26307, 0.17
26308, 0.60
26309, 0.24
26310, 0.14
26311, 0.29
26312, 0.27
26313, 0.71
26314, 0.61
26315, 0.27
26316, 0.23
26317, 0.60
26318, 0.20
26319, 0.49
26320, 0.20
26321, 0.43
26322, 0.61
26323, 0.31
26324, 0.55
26325, 0.41
26326, 0.29
26327, 0.20
26328, 0.41
26329, 0.32
26330, 0.41
26331, 0.26
26332, 0.29
26333, 0.52
26334, 0.27
26335, 0.49
26336, 0.08
26337, 0.38
26338, 0.10
26339, 0.76
26340, 0.30
26341, 0.20
26342, 0.38
26343, 0.16
26344, 0.54
26345, 0.26
26346, 0.25
26347, 0.35
26348, 0.25
26349, 0.32
26350, 0.24
26351, 0.50
26352, 0.30
26353, 0.14
26354, 0.11
26355, 0.54
26356, 0.17
26357, 0.53
26358, 0.49
26359, 0.36
26360, 0.34
26361, 0.44
26362, 0.45
26363, 0.36
26364, 0.27
26365, 0.27
26366, 0.32
26367, 0.13
26368, 0.54
26369, 0.38
26370, 0.30
26371, 0.88
26372, 0.15
26373, 0.41
26374, 0.88
26375, 0.15
26376, 0.28
26377, 0.38
26378, 0.22
26379, 0.41
26380, 0.17
26381, 0.06
26382, 0.41
26383, 0.28
26384, 0.50
26385, 0.27
26386, 0.19
26387, 0.30
26388, 0.21
26389, 0.06
26390, 0.20
26391, 0.65
26392, 0.39
26393, 0.51
26394, 0.39
26395, 0.75
26396, 0.39
26397, 0.19
26398, 0.14
26399, 0.34
26400, 0.23
26401, 0.37
26402, 0.29
26403, 0.29
26404, 0.12
26405, 0.61
26406, 0.28
26407, 0.28
26408, 0.21
26409, 0.34
26410, 0.28
26411, 0.27
26412, 0.36
26413, 0.05
26414, 0.16
26415, 0.15
26416, 0.60
26417, 0.28
26418, 0.07
26419, 0.14
26420, 0.40
26421, 0.07
26422, 0.26
26423, 0.20
26424, 0.17
26425, 0.20
26426, 0.22
26427, 0.20
26428, 0.34
26429, 0.43
26430, 0.24
26431, 0.20
26432, 0.40
26433, 0.68
26434, 0.20
26435, 0.31
26436, 0.39
26437, 0.36
26438, 0.16
26439, 0.69
26440, 0.48
26441, 0.07
26442, 0.40
26443, 0.81
26444, 0.08
26445, 0.44
26446, 0.13
26447, 0.16
26448, 0.17
26449, 0.28
26450, 0.20
26451, 0.49
26452, 0.39
26453, 0.55
26454, 0.51
26455, 0.50
26456, 0.27
26457, 0.02
26458, 0.47
26459, 0.55
26460, 0.51
26461, 0.20
26462, 0.16
26463, 0.29
26464, 0.28
26465, 0.45
26466, 0.13
26467, 0.22
26468, 0.38
26469, 0.26
26470, 0.32
26471, 0.16
26472, 0.39
26473, 0.55
26474, 0.14
26475, 0.54
26476, 0.46
26477, 0.27
26478, 0.39
26479, 0.71
26480, 0.27
26481, 0.35
26482, 0.17
26483, 0.97
26484, 0.69
26485, 0.34
26486, 0.15
26487, 0.16
26488, 0.50
26489, 0.29
26490, 0.16
26491, 0.50
26492, 0.32
26493, 0.28
26494, 0.32
26495, 0.36
26496, 0.38
26497, 0.16
26498, 0.50
26499, 0.14
26500, 0.55
26501, 0.71
26502, 0.61
26503, 0.20
26504, 0.19
26505, 0.12
26506, 0.02
26507, 0.56
26508, 0.84
26509, 0.73
26510, 0.51
26511, 0.20
26512, 0.69
26513, 0.30
26514, 0.38
26515, 0.37
26516, 0.25
26517, 0.22
26518, 0.27
26519, 0.20
26520, 0.27
26521, 0.67
26522, 0.20
26523, 0.20
26524, 0.41
26525, 0.43
26526, 0.16
26527, 0.21
26528, 0.32
26529, 0.38
26530, 0.31
26531, 0.19
26532, 0.02
26533, 0.55
26534, 0.41
26535, 0.38
26536, 0.32
26537, 0.12
26538, 0.58
26539, 0.39
26540, 0.49
26541, 0.13
26542, 0.52
26543, 0.44
26544, 0.14
26545, 0.22
26546, 0.69
26547, 0.39
26548, 0.17
26549, 0.20
26550, 0.71
26551, 0.35
26552, 0.61
26553, 0.20
26554, 0.39
26555, 0.16
26556, 0.84
26557, 0.35
26558, 0.88
26559, 0.37
26560, 0.45
26561, 0.55
26562, 0.30
26563, 0.17
26564, 0.38
26565, 0.27
26566, 0.39
26567, 0.28
26568, 0.31
26569, 0.68
26570, 0.52
26571, 0.61
26572, 0.42
26573, 0.41
26574, 0.13
26575, 0.32
26576, 0.17
26577, 0.26
26578, 0.06
26579, 0.36
26580, 0.20
26581, 0.29
26582, 0.27
26583, 0.21
26584, 0.43
26585, 0.55
26586, 0.12
26587, 0.40
26588, 0.39
26589, 0.26
26590, 0.38
26591, 0.26
26592, 0.45
26593, 0.20
26594, 0.23
26595, 0.19
26596, 0.35
26597, 0.66
26598, 0.20
26599, 0.84
26600, 0.16
26601, 0.32
26602, 0.32
26603, 0.60
26604, 0.20
26605, 0.27
26606, 0.21
26607, 0.38
26608, 0.81
26609, 0.50
26610, 0.50
26611, 0.20
26612, 0.34
26613, 0.27
26614, 0.31
26615, 0.50
26616, 0.20
26617, 0.39
26618, 0.54
26619, 0.25
26620, 0.56
26621, 0.20
26622, 0.55
26623, 0.41
26624, 0.48
26625, 0.24
26626, 0.37
26627, 0.12
26628, 0.40
26629, 0.39
26630, 0.20
26631, 0.52
26632, 0.41
26633, 0.55
26634, 0.28
26635, 0.16
26636, 0.31
26637, 0.12
26638, 0.43
26639, 0.51
26640, 0.70
26641, 0.36
26642, 0.49
26643, 0.16
26644, 0.30
26645, 0.91
26646, 0.22
26647, 0.39
26648, 0.34
26649, 0.32
26650, 0.28
26651, 0.44
26652, 0.21
26653, 0.20
26654, 0.34
26655, 0.17
26656, 0.28
26657, 0.13
26658, 0.44
26659, 0.22
26660, 0.27
26661, 0.71
26662, 0.38
26663, 0.42
26664, 0.51
26665, 0.64
26666, 0.28
26667, 0.26
26668, 0.40
26669, 0.36
26670, 0.51
26671, 0.20
26672, 0.16
26673, 0.41
26674, 0.24
26675, 0.31
26676, 0.29
26677, 0.38
26678, 0.20
26679, 0.60
26680, 0.23
26681, 0.41
26682, 0.14
26683, 0.44
26684, 0.84
26685, 0.52
26686, 0.27
26687, 0.15
26688, 0.20
26689, 0.28
26690, 0.13
26691, 0.41
26692, 0.21
26693, 0.32
26694, 0.19
26695, 0.94
26696, 0.26
26697, 0.49
26698, 0.55
26699, 0.14
26700, 0.41
26701, 0.17
26702, 0.22
26703, 0.50
26704, 0.39
26705, 0.31
26706, 0.76
26707, 0.29
26708, 0.24
26709, 0.20
26710, 0.14
26711, 0.20
26712, 0.25
26713, 0.55
26714, 0.51
26715, 0.14
26716, 0.74
26717, 0.19
26718, 0.37
26719, 0.44
26720, 0.38
26721, 0.04
26722, 0.44
26723, 0.03
26724, 0.21
26725, 0.43
26726, 0.26
26727, 0.45
26728, 0.30
26729, 0.69
26730, 0.26
26731, 0.20
26732, 0.69
26733, 0.38
26734, 0.54
26735, 0.35
26736, 0.21
26737, 0.41
26738, 0.47
26739, 0.23
26740, 0.15
26741, 0.51
26742, 0.38
26743, 0.28
26744, 0.24
26745, 0.46
26746, 0.45
26747, 0.16
26748, 0.24
26749, 0.14
26750, 0.52
26751, 0.16
26752, 0.25
26753, 0.19
26754, 0.21
26755, 0.40
26756, 0.40
26757, 0.38
26758, 0.75
26759, 0.12
26760, 0.30
26761, 0.56
26762, 0.38
26763, 0.38
26764, 0.46
26765, 0.81
26766, 0.84
26767, 0.20
26768, 0.29
26769, 0.44
26770, 0.30
26771, 0.45
26772, 0.19
26773, 0.36
26774, 0.17
26775, 0.49
26776, 0.60
26777, 0.57
26778, 0.12
26779, 0.27
26780, 0.28
26781, 0.47
26782, 0.43
26783, 0.69
26784, 0.55
26785, 0.17
26786, 0.25
26787, 0.32
26788, 0.38
26789, 0.32
26790, 0.19
26791, 0.28
26792, 0.12
26793, 0.50
26794, 0.19
26795, 0.34
26796, 0.46
26797, 0.49
26798, 0.40
26799, 0.41
26800, 0.22
26801, 0.42
26802, 0.32
26803, 0.28
26804, 0.48
26805, 0.32
26806, 0.52
26807, 0.52
26808, 0.46
26809, 0.38
26810, 0.27
26811, 0.17
26812, 0.18
26813, 0.43
26814, 0.13
26815, 0.23
26816, 0.75
26817, 0.25
26818, 0.56
26819, 0.50
26820, 0.14
26821, 0.40
26822, 0.15
26823, 0.36
26824, 0.55
26825, 0.53
26826, 0.20
26827, 0.20
26828, 0.16
26829, 0.20
26830, 0.32
26831, 0.54
26832, 0.46
26833, 0.39
26834, 0.44
26835, 0.26
26836, 0.50
26837, 0.38
26838, 0.51
26839, 0.14
26840, 0.60
26841, 0.74
26842, 0.83
26843, 0.32
26844, 0.38
26845, 0.04
26846, 0.25
26847, 0.38
26848, 0.26
26849, 0.76
26850, 0.55
26851, 0.32
26852, 0.06
26853, 0.16
26854, 0.24
26855, 0.14
26856, 0.12
26857, 0.16
26858, 0.07
26859, 0.39
26860, 0.16
26861, 0.66
26862, 0.13
26863, 0.36
26864, 0.20
26865, 0.41
26866, 0.33
26867, 0.17
26868, 0.55
26869, 0.40
26870, 0.16
26871, 0.13
26872, 0.33
26873, 0.35
26874, 0.76
26875, 0.46
26876, 0.21
26877, 0.44
26878, 0.88
26879, 0.78
26880, 0.14
26881, 0.25
26882, 0.31
26883, 0.38
26884, 0.13
26885, 0.21
26886, 0.51
26887, 0.20
26888, 0.49
26889, 0.36
26890, 0.55
26891, 0.30
26892, 0.13
26893, 0.21
26894, 0.21
26895, 0.73
26896, 0.27
26897, 0.32
26898, 0.41
26899, 0.25
26900, 0.26
26901, 0.27
26902, 0.20
26903, 0.08
26904, 0.39
26905, 0.54
26906, 0.81
26907, 0.35
26908, 0.52
26909, 0.21
26910, 0.24
26911, 0.32
26912, 0.27
26913, 0.27
26914, 0.40
26915, 0.32
26916, 0.49
26917, 0.36
26918, 0.63
26919, 0.39
26920, 0.17
26921, 0.63
26922, 0.60
26923, 0.40
26924, 0.24
26925, 0.61
26926, 0.33
26927, 0.16
26928, 0.26
26929, 0.24
26930, 0.32
26931, 0.66
26932, 0.31
26933, 0.38
26934, 0.26
26935, 0.24
26936, 0.71
26937, 0.31
26938, 0.50
26939, 0.24
26940, 0.22
26941, 0.30
26942, 0.50
26943, 0.06
26944, 0.50
26945, 0.26
26946, 0.41
26947, 0.17
26948, 0.30
26949, 0.32
26950, 0.28
26951, 0.61
26952, 0.30
26953, 0.17
26954, 0.32
26955, 0.07
26956, 0.46
26957, 0.13
26958, 0.28
26959, 0.43
26960, 0.45
26961, 0.17
26962, 0.61
26963, 0.41
26964, 0.71
26965, 0.51
26966, 0.51
26967, 0.15
26968, 0.41
26969, 0.11
26970, 0.16
26971, 0.26
26972, 0.49
26973, 0.58
26974, 0.34
26975, 0.07
26976, 0.39
26977, 0.16
26978, 0.39
26979, 0.69
26980, 0.24
26981, 0.03
26982, 0.28
26983, 0.12
26984, 0.20
26985, 0.44
26986, 0.61
26987, 0.30
26988, 0.30
26989, 0.44
